Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2019 [YR2019]
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Chile,CHL,2.43488981353058,2.55754475703323
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,China,CHN,2.07479039965578,2.89923416358227
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Colombia,COL,3.24056932930567,3.52301932741443
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Comoros,COM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Congo, Dem. Rep.",COD,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Congo, Rep.",COG,1.15277896375521,2.20607305781519
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Costa Rica,CRI,2.22111461526584,2.09604635327805
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cote d'Ivoire,CIV,0.359409031380664,-1.10686343994202
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Croatia,HRV,1.50012501041753,0.771820346498083
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cuba,CUB,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Curacao,CUW,2.58368756641871,2.62220783425056
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cyprus,CYP,1.43549119531762,0.250370996758456
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Czechia,CZE,2.14949494949492,2.84787595918047
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Denmark,DNK,0.813609467455633,0.758131572511619
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Djibouti,DJI,0.147970849877116,3.31925372703833
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Dominica,DMA,0.989191119189815,1.50462353858147
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Dominican Republic,DOM,3.56443426013507,1.8106037704296
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ecuador,ECU,-0.224103246005465,0.266012515466136
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Egypt, Arab Rep.",EGY,14.4014657807421,9.15279959324812
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,El Salvador,SLV,1.09033000581896,0.0753241350024327
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Equatorial Guinea,GNQ,1.06007410662164,1.53027528964195
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Eritrea,ERI,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Estonia,EST,3.43632688420445,2.27725931243518
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Eswatini,SWZ,4.81506167461507,2.59801620311075
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ethiopia,ETH,13.8330356586661,15.8096321719345
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Faroe Islands,FRO,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Fiji,FJI,4.08147637644538,1.7731018246027
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Finland,FIN,1.08382098409299,1.02409392963429
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,France,FRA,1.85081508315494,1.10825492288292
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,French Polynesia,PYF,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Gabon,GAB,4.74906652083221,2.46456756151187
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Gambia, The",GMB,6.52096823946571,7.11567625631191
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Georgia,GEO,2.61524471397664,4.85289821696731
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Germany,DEU,1.73216879766946,1.44565976888251
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ghana,GHA,7.80876516610709,7.14364003330858
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Gibraltar,GIB,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Greece,GRC,0.625621413453588,0.25300752203812
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Greenland,GRL,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Grenada,GRD,0.804102313277037,0.59814976473601
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guam,GUM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guatemala,GTM,3.75186186704512,3.69998398008601
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guinea,GIN,9.82761701259191,9.47001039253011
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guinea-Bissau,GNB,0.381324702791038,0.246600268147853
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guyana,GUY,1.28284288443518,2.0872308916202
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Haiti,HTI,12.4814111170435,18.7037825672506
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Honduras,HND,4.34734937777536,4.36587159819272
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Hong Kong SAR, China",HKG,2.40613432046539,2.8832085377399
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Hungary,HUN,2.85024792594642,3.3385863538201
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Iceland,ISL,2.68291768267388,3.01397179156056
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,India,IND,3.93882646691634,3.72950573539126
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Indonesia,IDN,3.19834641562404,3.03058664969491
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Iran, Islamic Rep.",IRN,18.0141183371874,39.9073455697783
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Iraq,IRQ,0.36744148893681,-0.198965380023871
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ireland,IRL,0.488370168032449,0.939044481054341
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Isle of Man,IMN,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Israel,ISR,0.794075660242686,0.849783128264134
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Italy,ITA,1.13748763600395,0.611246943765291
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Jamaica,JAM,3.7366388215216,3.90510000865876
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Japan,JPN,0.989094598021806,0.468776159383912
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Jordan,JOR,4.46231108475485,0.761514047265513
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kazakhstan,KAZ,6.01913096570671,5.2454767960839
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kenya,KEN,4.68981976129857,5.23585999425422
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kiribati,KIR,0.564030491493466,-1.81307995302948
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Korea, Dem. People's Rep.",PRK,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Korea, Rep.",KOR,1.47583935002643,0.383000303608079
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kosovo,XKX,1.05379773654998,2.67599202639892
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kuwait,KWT,0.543133148199589,1.09184802655847
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kyrgyz Republic,KGZ,1.54266145238431,1.13362257718798
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lao PDR,LAO,2.04039266890198,3.32255881256934
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Latvia,LVA,2.53445424186602,2.81140920075622
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lebanon,LBN,6.07698907889605,3.0053894939038
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lesotho,LSO,4.75180301624745,5.18708359197979
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Liberia,LBR,23.5635148953742,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Libya,LBY,13.1702038536721,-2.16217883470589
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Liechtenstein,LIE,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lithuania,LTU,2.69792779208397,2.33450937988024
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Luxembourg,LUX,1.52819524307373,1.74332075653843
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Macao SAR, China",MAC,3.00446293166949,2.75193081051976
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Madagascar,MDG,8.59422958870474,5.61051441492366
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Malawi,MWI,12.420178108921,9.37083605605672
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Malaysia,MYS,0.884709160571244,0.662891865764376
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Maldives,MDV,-0.133373386117587,0.220029731065364
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mali,MLI,0.299546507387888,-1.65826694846368
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Malta,MLT,1.15782362451512,1.64206001768947
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Marshall Islands,MHL,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mauritania,MRT,3.06735996058355,2.30009262117936
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mauritius,MUS,3.2160538314458,0.405655190309511
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mexico,MEX,4.89935015356549,3.6359614212705
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Micronesia, Fed. Sts.",FSM,1.49840023593733,1.92385170787926
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Moldova,MDA,3.04505397337069,4.83778351428721
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Monaco,MCO,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mongolia,MNG,6.82424790145521,7.30106953550724
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Montenegro,MNE,2.61122378263797,0.361563704540798
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Morocco,MAR,1.8039167114189,0.303386036590361
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mozambique,MOZ,3.91133439990733,2.80270307928101
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Myanmar,MMR,6.87232865662918,8.82506696804562
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Namibia,NAM,4.29159105337873,3.72239414422688
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Nauru,NRU,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Nepal,NPL,4.0611633875107,5.56868547784925
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Netherlands,NLD,1.70349794744475,2.63369910249593
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,New Caledonia,NCL,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,New Zealand,NZL,1.59829703801698,1.61963190184049
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Nicaragua,NIC,4.94723728039882,5.3762899084413
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Niger,NER,2.96760366004454,-2.48979265070851
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Nigeria,NGA,12.0951065173432,11.3964223378115
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,North Macedonia,MKD,1.45831298507127,0.766439573459688
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Northern Mariana Islands,MNP,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Norway,NOR,2.76483134528794,2.16773003305405
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Oman,OMN,0.881302104009536,0.133795057453182
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Pakistan,PAK,5.07805725868917,10.5783618004555
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Palau,PLW,2.10970464135021,0.267379679144381
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Panama,PAN,0.761578359399948,-0.355083821021217
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Papua New Guinea,PNG,4.37448921453166,3.92867290939598
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Paraguay,PRY,3.97561015740689,2.7570972756279
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Peru,PER,1.50915423024742,2.25212191358024
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Philippines,PHL,5.30934661627714,2.39206534422402
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Poland,POL,1.81295156542681,2.227478809383
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Portugal,PRT,0.99371568346825,0.338178410046125
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Puerto Rico,PRI,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Qatar,QAT,0.255815382724374,-0.666641124861102
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Romania,ROU,4.62548443137781,3.82785432599428
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Russian Federation,RUS,2.87829723647886,4.47036660760175
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Rwanda,RWA,-0.311210160390642,3.3478765503764
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Samoa,WSM,4.19745888663745,0.982326569888142
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,San Marino,SMR,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sao Tome and Principe,STP,7.86859628873909,7.72024525213251
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Saudi Arabia,SAU,2.45814158007533,-2.09333333333333
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Senegal,SEN,0.46098564246427,1.76011151192936
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Serbia,SRB,1.95984076293803,1.8492298451109
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Seychelles,SYC,3.70291839111564,2.07476436485001
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sierra Leone,SLE,16.0295447693699,14.804999090602
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Singapore,SGP,0.438620118446782,0.565260568780358
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sint Maarten (Dutch part),SXM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Slovak Republic,SVK,2.51403712883808,2.66456133425443
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Slovenia,SVN,1.73860861988181,1.63052260754338
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Solomon Islands,SLB,3.46147484973745,1.63485544012242
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Somalia,SOM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,South Africa,ZAF,4.51716522786587,4.12024587014984
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,South Sudan,SSD,83.5015294921999,87.2413641500032
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Spain,ESP,1.67498136863794,0.699518994458693
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sri Lanka,LKA,2.13503773713198,3.52839358231808
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,St. Kitts and Nevis,KNA,-1.03712214131567,-0.329562063663904
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,St. Lucia,LCA,1.93561893150608,0.539087559191731
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,St. Martin (French part),MAF,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,St. Vincent and the Grenadines,VCT,2.32414485367923,0.913069725324485
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sudan,SDN,63.2925073455883,50.9940515002971
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Suriname,SUR,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sweden,SWE,1.95353530127029,1.78415097403832
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Switzerland,CHE,0.936335464113605,0.362886179940635
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Syrian Arab Republic,SYR,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tajikistan,TJK,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tanzania,TZA,3.49445848856184,3.46428057999023
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Thailand,THA,1.06389754183022,0.70672860131428
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Timor-Leste,TLS,2.29424307036244,0.958812739703201
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Togo,TGO,0.927755426457187,0.674652770077441
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tonga,TON,5.03209691984875,1.17954334821804
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Trinidad and Tobago,TTO,1.01856930188828,1.00054293027224
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tunisia,TUN,7.3075917603165,6.72007532863804
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Turkiye,TUR,16.3324638988929,15.1768215720023
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Turkmenistan,TKM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Turks and Caicos Islands,TCA,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tuvalu,TUV,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Uganda,UGA,2.61601190952264,2.86758803446909
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ukraine,UKR,10.9518559353179,7.8867174561113
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,United Arab Emirates,ARE,3.06863379251991,-1.93108114782168
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,United Kingdom,GBR,2.29283990345939,1.73810460086511
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,United States,USA,2.44258329692818,1.81221007526015
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Uruguay,URY,7.60653360377041,7.88198870879623
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Uzbekistan,UZB,17.5241796514055,14.5257359560686
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Vanuatu,VUT,2.3309637956687,2.76252019386107
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Venezuela, RB",VEN,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Viet Nam,VNM,3.53962805942641,2.79582367452244
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Virgin Islands (U.S.),VIR,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,West Bank and Gaza,PSE,-0.195107773730686,1.58018333639459
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Yemen, Rep.",YEM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Zambia,ZMB,7.49457192728511,9.15031644316299
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Zimbabwe,ZWE,10.6188658669575,255.304990757856
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Africa Eastern and Southern,AFE,4.72081138877301,4.65366473106481
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Africa Western and Central,AFW,1.78404994832044,1.76011151192936
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Arab World,ARB,2.76275077032944,1.04883403678989
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Caribbean small states,CSS,1.24500040905261,1.21594945605107
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Central Europe and the Baltics,CEB,2.53445424186602,2.66456133425443
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Early-demographic dividend,EAR,3.97561015740689,2.7570972756279
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,East Asia & Pacific,EAS,2.31260343301557,1.70397863236256
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,East Asia & Pacific (excluding high income),EAP,2.82871578471268,1.93321335810518
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,East Asia & Pacific (IDA & IBRD countries),TEA,2.82871578471268,1.93321335810518
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Euro area,EMU,1.70349794744475,1.44565976888251
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Europe & Central Asia,ECS,2.02805963071136,1.78415097403832
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Europe & Central Asia (excluding high income),ECA,2.6132342483073,2.88986073718333
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Europe & Central Asia (IDA & IBRD countries),TEC,2.61122378263797,2.67599202639892
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,European Union,EUU,1.73860861988181,1.63052260754338
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Fragile and conflict affected situations,FCS,3.21453925489099,2.37758732789788
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Heavily indebted poor countries (HIPC),HPC,3.06735996058355,2.74403831597443
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,High income,HIC,1.81295156542681,1.61076787290379
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,IBRD only,IBD,3.20720012353492,2.51105615927255
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,IDA & IBRD total,IBT,3.1328531881038,2.61057182799216
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,IDA blend,IDB,2.32414485367923,2.20607305781519
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,IDA only,IDX,3.06735996058355,2.78261163657104
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,IDA total,IDA,3.01748181031405,2.72643037388825
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Late-demographic dividend,LTE,2.47446347118433,2.16176258133052
